,Link
0,http://www.theatlantic.com
1,http://www.wired.com
2,http://www.newyorker.com
3,http://www.sparknotes.com
4,http://www.gutenberg.org
5,http://www.boingboing.net
6,http://www.bartleby.com
7,http://www.poetryfoundation.org
8,http://www.syfy.com
9,http://www.etymonline.com
10,http://www.jhu.edu
11,http://www.poets.org
12,http://www.westeros.org
13,http://www.tufts.edu
14,http://www.tor.com
15,http://www.sacred-texts.com
16,http://www.fantasticfiction.com
17,http://www.nybooks.com
18,http://www.librivox.org
19,http://www.mcsweeneys.net
20,http://www.thisamericanlife.org
21,http://www.chopra.com
22,http://www.theparisreview.org
23,http://www.poetrysoup.com
24,http://www.lrb.co.uk
25,http://www.tolkiengateway.net
26,http://www.aldaily.com
27,http://www.paperbackswap.com
28,http://www.mit.edu
29,http://www.theoi.com
30,http://www.lareviewofbooks.org
31,http://www.shakespeare-online.com
32,http://www.ccel.org
33,http://www.quadrant.org.au
34,http://www.harpers.org
35,http://www.trekbbs.com
36,http://www.greekmythology.com
37,http://www.kitaabghar.com
38,http://www.gutenberg.net.au
39,http://www.onlinebooks.library.upenn.edu
40,http://www.bookbrowse.com
41,http://www.bookcrossing.com
42,http://www.the-tls.co.uk
43,http://www.victorianweb.org
44,http://www.getfreeebooks.com
45,http://www.georgerrmartin.com
46,http://www.fictiondb.com
47,http://www.rsc.org.uk
48,http://www.penelope.uchicago.edu
49,http://www.ubu.com
