,Link
0,http://www.gamestudies.org
1,http://www.nickm.com
2,http://www.nickyee.com
3,http://www.simblob.blogspot.com
4,http://www.deepfun.com
5,http://www.ludology.org
6,http://www.maryflanagan.com
7,http://www.mackenty.org
8,http://www.juliandibbell.com
9,http://www.designersnotebook.com
10,http://www.finegamedesign.com
11,http://www.ericzimmerman.com
12,http://www.itu.dk
13,http://www.coin-operated.com
14,http://www.jilltxt.net
15,http://www.terranova.blogs.com
16,http://www.laurientaylor.org
17,http://www.globaltimoto.com
18,http://www.game-research.com
19,http://www.dfcint.com
20,http://www.uwaterloo.ca
21,http://www.alifegame.blogspot.com
22,http://www.cosignconference.org
23,http://www.curmudgeongamer.com
24,http://www.dinggratz.blogspot.com
25,http://www.dungeonsanddreamers.com
26,http://www.eladhari.blogspot.com
27,http://www.game-eaters.blogspot.com
28,http://www.gamegirladvance.com
29,http://www.gamesforhealth.org
30,http://www.intelligent-artifice.com
31,http://www.jesperjuul.dk
32,http://www.klastrup.dk
33,http://www.konzack.blogspot.com
34,http://www.playability.de
35,http://www.torillsin.blogspot.com
36,http://www.cpandfriends.com
37,http://www.popularculturegaming.com
38,http://www.shinyspinning.com
39,http://www.wordwrap.de
