Link,Unnamed: 0
http://www.almanac.com,0
http://www.hometownlocator.com,1
http://www.50states.com,2
http://www.farmersalmanac.com,3
http://www.ncpedia.org,4
http://www.baseball-almanac.com,5
http://www.stardate.org,6
http://www.georgiaencyclopedia.org,7
http://www.almanacnews.com,8
http://www.chicagohistory.org,9
http://www.worldstatesmen.org,10
http://www.citytowninfo.com,11
http://www.texasalmanac.com,12
http://www.thealmanac.net,13
http://www.writersalmanac.org,14
http://www.art-almanac.com.au,15
http://www.worldalmanac.com,16
http://www.aaregistry.com,17
http://www.thealmanack.com,18
http://www.handyfacts.com,19
http://www.almanack.com,20
http://www.theseunitedstates.com,21
http://www.archives.gov,0
http://www.nationalarchives.gov.uk,1
http://www.uspto.gov,2
http://www.mo.gov,3
http://www.nd.edu,4
http://www.nb.no,5
http://www.collectionscanada.gc.ca,6
http://www.naa.gov.au,7
http://www.libertyellisfoundation.org,8
http://www.mnhs.org,9
http://www.nationalarchives.ie,10
http://www.nas.gov.sg,11
http://www.archivists.org,12
http://www.aiim.org,13
http://www.maryland.gov,14
http://www.sa.dk,15
http://www.kshs.org,16
http://www.natlib.govt.nz,17
http://www.dublincore.org,18
http://www.anthologyfilmarchives.org,19
http://www.nfsa.gov.au,20
http://www.socialhistory.org,21
http://www.alabama.gov,22
http://www.gwu.edu,23
http://www.si.edu,24
http://www.cio.gov,25
http://www.ucla.edu,26
http://www.eqms.co.uk,27
http://www.countyrecords.com,28
http://www.archives.gov.za,29
http://www.gjenvick.com,30
http://www.umich.edu,31
http://www.arma.org,32
http://www.nysed.gov,33
http://www.upenn.edu,34
http://www.open-video.org,35
http://www.archives.govt.nz,36
http://www.nationalarchives.nic.in,37
http://www.cilip.org.uk,38
http://www.archives.gov.on.ca,39
http://www.cah.utexas.edu,40
http://www.proni.gov.uk,41
http://www.wcftr.commarts.wisc.edu,42
http://www.filehold.com,43
http://www.georgiaarchives.org,44
http://www.digitalarchives.state.pa.us,45
http://www.cartoons.ac.uk,46
http://www.americanjewisharchives.org,47
http://www.mdah.state.ms.us,48
http://www.nationaalarchief.nl,49
http://www.stackoverflow.com,0
http://www.yahoo.com,1
http://www.answers.com,2
http://www.experts-exchange.com,3
http://www.justanswer.com,4
http://www.wisegeek.com,5
http://www.jiskha.com,6
http://www.blurtit.com,7
http://www.cornell.edu,8
http://www.liveperson.com,9
http://www.theanswerbank.co.uk,10
http://www.able2know.org,11
http://www.fluther.com,12
http://www.askmehelpdesk.com,13
http://www.answers.com,14
