,Link
0,http://www.wizards.com
1,http://www.hasbro.com
2,http://www.zmangames.com
3,http://www.teamcovenant.com
4,http://www.mattelgames.com
5,http://www.ironcrown.com
6,http://www.cardinalgames.com
7,http://www.piatnik.com
8,http://www.goliathgames.nl
9,http://www.philweb.com.ph
10,http://www.albepavo.com
11,http://www.conceptualmathmedia.com
12,http://www.pair-of-dice.com
13,http://www.cactusmarketing.com
14,http://www.guildofblades.com
15,http://www.icewebring.com
16,http://www.kinetic-impulse.com
17,http://www.lucidraven.com
18,http://www.mythrole.com
19,http://www.pacificnet.com
20,http://www.pangenre.com
21,http://www.pyromythgames.com
22,http://www.vanderveergames.com
