,Link
0,http://www.clinicaltrials.gov
1,http://www.express-scripts.com
2,http://www.pg.com
3,http://www.pfizer.com
4,http://www.gsk.com
5,http://www.roche.com
6,http://www.merck.com
7,http://www.abbott.com
8,http://www.bayer.com
9,http://www.astrazeneca.com
10,http://www.lilly.com
11,http://www.gene.com
12,http://www.biospace.com
13,http://www.novartis.com
14,http://www.amgen.com
15,http://www.bms.com
16,http://www.perkinelmer.com
17,http://www.nih.gov
18,http://www.criver.com
19,http://www.dabur.com
20,http://www.imshealth.com
21,http://www.spectrumchemical.com
22,http://www.pharmaceutical-journal.com
23,http://www.centerwatch.com
24,http://www.covance.com
25,http://www.nih.gov
26,http://www.mylan.com
27,http://www.grifolsplasma.com
28,http://www.allergan.com
29,http://www.janssen.com
30,http://www.boehringer-ingelheim.com
31,http://www.shire.com
32,http://www.gilead.com
33,http://www.bio.org
34,http://www.novonordisk.com
35,http://www.parexel.com
36,http://www.cafepharma.com
37,http://www.iconplc.com
38,http://www.powerpak.com
39,http://www.solvay.com
40,http://www.aspentech.com
41,http://www.tevapharm.com
42,http://www.biocon.com
43,http://www.ppdi.com
44,http://www.eyeforpharma.com
45,http://www.ispe.org
46,http://www.origene.com
47,http://www.biogen.com
48,http://www.jobs.newscientist.com
49,http://www.pharmaceuticalonline.com
