Link,Unnamed: 0
http://www.nairaland.com,0
http://www.jumia.com.ng,1
http://www.dstv.com,2
http://www.fnb.co.za,3
http://www.ukzn.ac.za,4
http://www.news24.com,5
http://www.punchng.com,6
http://www.vanguardngr.com,7
http://www.gtbank.com,8
http://www.nation.co.ke,9
http://www.uct.ac.za,10
http://www.remita.net,11
http://www.ghanaweb.com,12
http://www.absa.co.za,13
http://www.konga.com,14
http://www.supersport.com,15
http://www.elkhabar.com,16
http://www.standardmedia.co.ke,17
http://www.standardbank.co.za,18
http://www.iol.co.za,19
http://www.google.mu,20
http://www.te.eg,21
http://www.bidorbuy.co.za,22
http://www.hotnigerianjobs.com,23
http://www.sudaneseonline.com,24
http://www.telkom.co.za,25
http://www.pnet.co.za,26
http://www.ethiopianairlines.com,27
http://www.st-takla.org,28
http://www.guardian.ng,29
http://www.monitor.co.ug,30
http://www.health24.com,31
http://www.sun.ac.za,32
http://www.google.co.zw,33
http://www.egyptair.com,34
http://www.zenithbank.com,35
http://www.allafrica.com,36
http://www.privateproperty.co.za,37
http://www.ngcareers.com,38
http://www.nbe.com.eg,39
http://www.cibeg.com,40
http://www.cac.gov.ng,41
http://www.ubagroup.com,42
http://www.internetplus.biz,43
http://www.firstbanknigeria.com,44
http://www.channelstv.com,45
http://www.yellowpages.com.eg,46
http://www.vodacom.co.za,47
http://www.afrihost.com,48
http://www.mweb.co.za,49
http://www.google.co.in,0
http://www.amazon.co.jp,1
http://www.alibaba.com,2
http://www.flipkart.com,3
http://www.indiatimes.com,4
http://www.ikea.com,5
http://www.samsung.com,6
http://www.irctc.co.in,7
http://www.ndtv.com,8
http://www.billdesk.com,9
http://www.icicibank.com,10
http://www.naukri.com,11
http://www.japanpost.jp,12
http://www.indiamart.com,13
http://www.yahoo.com,14
http://www.nhk.or.jp,15
http://www.moneycontrol.com,16
http://www.indiatimes.com,17
http://www.wondershare.com,18
http://www.indianexpress.com,19
http://www.zhaopin.com,20
http://www.chinadaily.com.cn,21
http://www.zomato.com,22
http://www.ssc.nic.in,23
http://www.rajasthan.gov.in,24
http://www.bookmyshow.com,25
http://www.thehindu.com,26
http://www.manoramaonline.com,27
http://www.oneindia.com,28
http://www.news18.com,29
http://www.made-in-china.com,30
http://www.airasia.com,31
http://www.hindustantimes.com,32
http://www.ana.co.jp,33
http://www.firstpost.com,34
http://www.ccavenue.com,35
http://www.cwb.gov.tw,36
http://www.scmp.com,37
http://www.kotak.com,38
http://www.jang.com.pk,39
http://www.jal.co.jp,40
http://www.monsterindia.com,41
http://www.zeenews.india.com,42
http://www.allkpop.com,43
http://www.mp.gov.in,44
http://www.kerala.gov.in,45
http://www.acer.com,46
http://www.cgg.gov.in,47
http://www.mudah.my,48
http://www.kar.nic.in,49
http://www.clasificadosonline.com,0
http://www.trinidadexpress.com,1
http://www.uwi.edu,2
http://www.guardian.co.tt,3
http://www.newsday.co.tt,4
http://www.jamaicaobserver.com,5
http://www.jamaica-gleaner.com,6
http://www.prensa-latina.cu,7
http://www.sandals.com,8
http://www.iberostar.com,9
http://www.cubasi.cu,10
http://www.republictt.com,11
http://www.cubanet.org,12
http://www.radiorebelde.cu,13
http://www.caribbeancinemas.com,14
http://www.trinituner.com,15
http://www.firstcitizenstt.com,16
http://www.mcb-bank.com,17
http://www.bahia-principe.com,18
http://www.nationnews.com,19
http://www.cxc.org,20
http://www.rossu.edu,21
http://www.caribbean-airlines.com,22
http://www.atlantisbahamas.com,23
http://www.bahamas.gov.bs,24
http://www.uwi.edu,25
http://www.barbadostoday.bb,26
http://www.georgetown.edu,27
http://www.bacardi.com,28
http://www.bahamas.com,29
http://www.aruba.com,30
http://www.cubatravelnetwork.com,31
http://www.radiohc.cu,32
http://www.ahora.cu,33
http://www.jamaicans.com,34
http://www.jncb.com,35
http://www.jis.gov.jm,36
http://www.thenassauguardian.com,37
http://www.movietowne.com,38
http://www.aucmed.edu,39
http://www.habanos.com,40
http://www.metropolehaiti.com,41
http://www.cubaperiodistas.cu,42
http://www.topuertorico.org,43
http://www.dr1.com,44
http://www.virginislandsdailynews.com,45
http://www.periodico26.cu,46
http://www.allinclusiveoutlet.com,47
http://www.naic.edu,48
http://www.trinidadandtobagonews.com,49
http://www.copaair.com,0
http://www.racsa.co.cr,1
http://www.correos.go.cr,2
http://www.georgetown.edu,3
http://www.amp.gob.pa,4
http://www.ticotimes.net,5
http://www.bcn.gob.ni,6
http://www.banguat.gob.gt,7
http://www.vianica.com,8
http://www.pancanal.com,9
http://www.atlabank.com,10
http://www.segumar.com,11
http://www.visitcostarica.com,12
http://www.cafebritt.com,13
http://www.ambergriscaye.com,14
http://www.costa-rica-guide.com,15
http://www.belizebank.com,16
http://www.amcostarica.com,17
http://www.fod.ac.cr,18
http://www.journeylatinamerica.co.uk,19
http://www.isp.edu.pa,20
http://www.chaacreek.com,21
http://www.propertiesincostarica.com,22
http://www.costarica.com,23
http://www.vacationscostarica.com,24
http://www.godutchrealty.com,25
http://www.channel5belize.com,26
http://www.travelbelize.org,27
http://www.visitpanama.com,28
http://www.ticabus.com,29
http://www.mybelize.net,30
http://www.7newsbelize.com,31
http://www.interbusonline.com,32
http://www.witchsrocksurfcamp.com,33
http://www.panamarealtor.com,34
http://www.islandexpeditions.com,35
http://www.visitguatemala.com,36
http://www.turansa.com,37
http://www.panamainfo.com,38
http://www.redfrogbeach.com,39
http://www.economyrentacar.com,40
http://www.guardian.bz,41
http://www.sanpedrosun.com,42
http://www.hamanasi.com,43
http://www.cahalpech.com,44
http://www.amandala.com.bz,45
http://www.costarica-embassy.org,46
http://www.chabilmarvillas.com,47
http://www.entremundos.org,48
http://www.centralamerica.com,49
http://www.google.co.uk,0
http://www.amazon.co.uk,1
http://www.bbc.co.uk,2
http://www.theguardian.com,3
http://www.ebay.co.uk,4
http://www.dailymail.co.uk,5
http://www.bet365.com,6
http://www.rt.com,7
http://www.asos.com,8
http://www.google.ie,9
http://www.cambridge.org,10
http://www.espncricinfo.com,11
http://www.cnn.com,12
http://www.hm.com,13
http://www.telegraph.co.uk,14
http://www.independent.co.uk,15
http://www.reuters.com,16
http://www.google.rs,17
http://www.express.co.uk,18
http://www.webex.com,19
http://www.cdiscount.com,20
http://www.gov.uk,21
http://www.premierleague.com,22
http://www.dw.com,23
http://www.thesun.co.uk,24
http://www.ryanair.com,25
http://www.united.com,26
http://www.oup.com,27
http://www.skysports.com,28
http://www.eset.com,29
http://www.mirror.co.uk,30
http://www.bt.com,31
http://www.gumtree.com,32
http://www.yahoo.com,33
http://www.sky.com,34
http://www.rightmove.co.uk,35
http://www.thomann.de,36
http://www.britishcouncil.org,37
http://www.who.int,38
http://www.uk.yahoo.com,39
http://www.metro.co.uk,40
http://www.ft.com,41
http://www.sap.com,42
http://www.hsbc.co.uk,43
http://www.cosmopolitan.com,44
http://www.easyjet.com,45
http://www.virginmedia.com,46
http://www.dailystar.co.uk,47
http://www.argos.co.uk,48
http://www.euronews.com,49
http://www.europa.eu,0
http://www.bayt.com,1
http://www.emirates.com,2
http://www.qatarairways.com,3
http://www.irib.ir,4
http://www.irna.ir,5
http://www.alarabiya.net,6
http://www.ksu.edu.sa,7
http://www.ut.ac.ir,8
http://www.qatarliving.com,9
http://www.turkishairlines.com,10
http://www.aljazeera.com,11
http://www.khaleejtimes.com,12
http://www.saudiairlines.com,13
http://www.gulfnews.com,14
http://www.flypgs.com,15
http://www.airarabia.com,16
http://www.turktelekom.com.tr,17
http://www.kau.edu.sa,18
http://www.saglik.gov.tr,19
http://www.babylon.com,20
http://www.mgm.gov.tr,21
http://www.etihad.com,22
http://www.nic.ir,23
http://www.cbi.ir,24
http://www.istanbul.edu.tr,25
http://www.haaretz.com,26
http://www.aramex.com,27
http://www.diyanet.gov.tr,28
http://www.flynas.com,29
http://www.gooya.com,30
http://www.aawsat.com,31
http://www.gulf-times.com,32
http://www.arabnews.com,33
http://www.uyap.gov.tr,34
http://www.irantalent.com,35
http://www.jpost.com,36
http://www.indiansinkuwait.com,37
http://www.etisalat.ae,38
http://www.mofa.gov.sa,39
http://www.thenational.ae,40
http://www.talabat.com,41
http://www.albawaba.com,42
http://www.ameinfo.com,43
http://www.ankara.edu.tr,44
http://www.kfupm.edu.sa,45
http://www.metu.edu.tr,46
http://www.tcmb.gov.tr,47
http://www.mubasher.info,48
http://www.itu.edu.tr,49
http://www.google.com,0
http://www.yahoo.com,1
http://www.amazon.com,2
http://www.microsoft.com,3
http://www.apple.com,4
http://www.adobe.com,5
http://www.nytimes.com,6
http://www.nih.gov,7
http://www.chase.com,8
