,Link
0,http://www.nairaland.com
1,http://www.jumia.com.ng
2,http://www.dstv.com
3,http://www.fnb.co.za
4,http://www.ukzn.ac.za
5,http://www.news24.com
6,http://www.punchng.com
7,http://www.vanguardngr.com
8,http://www.gtbank.com
9,http://www.nation.co.ke
10,http://www.uct.ac.za
11,http://www.remita.net
12,http://www.ghanaweb.com
13,http://www.absa.co.za
14,http://www.konga.com
15,http://www.supersport.com
16,http://www.elkhabar.com
17,http://www.standardmedia.co.ke
18,http://www.standardbank.co.za
19,http://www.iol.co.za
20,http://www.google.mu
21,http://www.te.eg
22,http://www.bidorbuy.co.za
23,http://www.hotnigerianjobs.com
24,http://www.sudaneseonline.com
25,http://www.telkom.co.za
26,http://www.pnet.co.za
27,http://www.ethiopianairlines.com
28,http://www.st-takla.org
29,http://www.guardian.ng
30,http://www.monitor.co.ug
31,http://www.health24.com
32,http://www.sun.ac.za
33,http://www.google.co.zw
34,http://www.egyptair.com
35,http://www.zenithbank.com
36,http://www.allafrica.com
37,http://www.privateproperty.co.za
38,http://www.ngcareers.com
39,http://www.nbe.com.eg
40,http://www.cibeg.com
41,http://www.cac.gov.ng
42,http://www.ubagroup.com
43,http://www.internetplus.biz
44,http://www.firstbanknigeria.com
45,http://www.channelstv.com
46,http://www.yellowpages.com.eg
47,http://www.vodacom.co.za
48,http://www.afrihost.com
49,http://www.mweb.co.za
