,Link
0,http://www.maharashtra.gov.in
1,http://www.indiatimes.com
2,http://www.loksatta.com
3,http://www.abplive.in
4,http://www.lokmat.com
5,http://www.esakal.com
6,http://www.saamana.com
7,http://www.tarunbharat.com
8,http://www.maayboli.com
9,http://www.webdunia.com
10,http://www.apalimarathi.com
11,http://www.deshdoot.com
12,http://www.misalpav.com
13,http://www.prahaar.in
14,http://www.baraha.com
15,http://www.batmya.com
16,http://www.rasik.com
17,http://www.dainikaikya.com
18,http://www.dailykesari.com
19,http://www.gadima.com
20,http://www.marathimati.com
21,http://www.marathiworld.com
22,http://www.upakram.org
23,http://www.manogat.com
24,http://www.aarogya.com
25,http://www.manashakti.org
26,http://www.gamabhana.com
27,http://www.maayboli.com
28,http://www.mahasainik.com
29,http://www.mutualfundmarathi.com
30,http://www.sahajach.com
31,http://www.deshonnati.com
32,http://www.kavitabhavlelya.blogspot.com
33,http://www.tukaram.com
34,http://www.prashantdamle.com
35,http://www.marathikatta.com
36,http://www.mymarathi.com
37,http://www.rohini-marriageworld.com
38,http://www.dilipprabhavalkar.com
39,http://www.mhani.tripod.com
40,http://www.marathisahitya.blogspot.com
41,http://www.powade.com
42,http://www.marathiblogs.net
43,http://www.kiranfont.com
44,http://www.indianalternativemedicine.blogspot.com
45,http://www.puladeshpande.net
46,http://www.pudhari.com
47,http://www.bhannatwara.blogspot.com
48,http://www.marathionline.com
49,http://www.marathimitra.com
