,Link
0,http://www.youtube.com
1,http://www.facebook.com
2,http://www.google.cz
3,http://www.seznam.cz
4,http://www.avast.com
5,http://www.europa.eu
6,http://www.idnes.cz
7,http://www.novinky.cz
8,http://www.easyjet.com
9,http://www.csfd.cz
10,http://www.seznam.cz
11,http://www.uloz.to
12,http://www.super.cz
13,http://www.centrum.cz
14,http://www.alza.cz
15,http://www.heureka.cz
16,http://www.bazos.cz
17,http://www.sport.cz
18,http://www.idnes.cz
19,http://www.mapy.cz
20,http://www.ceskatelevize.cz
21,http://www.blesk.cz
22,http://www.muni.cz
23,http://www.iprima.cz
24,http://www.seznam.cz
25,http://www.sbazar.cz
26,http://www.proz.com
27,http://www.lidovky.cz
28,http://www.cuni.cz
29,http://www.sreality.cz
30,http://www.denik.cz
31,http://www.sauto.cz
32,http://www.czc.cz
33,http://www.zive.cz
34,http://www.csob.cz
35,http://www.aukro.cz
36,http://www.jobs.cz
37,http://www.tv.seznam.cz
38,http://www.mall.cz
39,http://www.reflex.cz
40,http://www.eur-lex.europa.eu
41,http://www.zbozi.cz
42,http://www.firmy.cz
43,http://www.sport.idnes.cz
44,http://www.cd.cz
45,http://www.rb.cz
46,http://www.kurzy.cz
47,http://www.ifortuna.cz
48,http://www.livesport.cz
49,http://www.technet.idnes.cz
