,Link
0,http://www.detik.com
1,http://www.tribunnews.com
2,http://www.kompas.com
3,http://www.liputan6.com
4,http://www.olx.co.id
5,http://www.klikbca.com
6,http://www.kaskus.co.id
7,http://www.tribunnews.com
8,http://www.kemenag.go.id
9,http://www.pajak.go.id
10,http://www.kemenkeu.go.id
11,http://www.bni.co.id
12,http://www.detik.com
13,http://www.bri.co.id
14,http://www.tempo.co
15,http://www.republika.co.id
16,http://www.ugm.ac.id
17,http://www.polri.go.id
18,http://www.okezone.com
19,http://www.uny.ac.id
20,http://www.ui.ac.id
21,http://www.jakarta.go.id
22,http://www.21cineplex.com
23,http://www.ut.ac.id
24,http://www.bps.go.id
25,http://www.uns.ac.id
26,http://www.tribunnews.com
27,http://www.hipwee.com
28,http://www.antaranews.com
29,http://www.undip.ac.id
30,http://www.unair.ac.id
31,http://www.telkom.co.id
32,http://www.bola.com
33,http://www.kompas.com
34,http://www.pu.go.id
35,http://www.upi.edu
36,http://www.metrotvnews.com
37,http://www.bisnis.com
38,http://www.bhinneka.com
39,http://www.um.ac.id
40,http://www.telkomsel.com
41,http://www.dephub.go.id
42,http://www.kemendagri.go.id
43,http://www.hukumonline.com
44,http://www.unila.ac.id
45,http://www.itb.ac.id
46,http://www.surabaya.go.id
47,http://www.kpu.go.id
48,http://www.jawapos.com
49,http://www.usu.ac.id
