,Link
0,http://www.index.hr
1,http://www.jutarnji.hr
2,http://www.24sata.hr
3,http://www.net.hr
4,http://www.vecernji.hr
5,http://www.titlovi.com
6,http://www.slobodnadalmacija.hr
7,http://www.rtl.hr
8,http://www.forum.hr
9,http://www.unizg.hr
10,http://www.hrt.hr
11,http://www.meteo.hr
12,http://www.coolinarika.com
13,http://www.novilist.hr
14,http://www.zaba.hr
15,http://www.bug.hr
16,http://www.gov.hr
17,http://www.pbz.hr
18,http://www.moj-posao.net
19,http://www.pcchip.hr
20,http://www.poslovni.hr
21,http://www.nabava.net
22,http://www.erstebank.hr
23,http://www.links.hr
24,http://www.rba.hr
25,http://www.smokva.com
26,http://www.monitor.hr
27,http://www.hzz.hr
28,http://www.oglasnik.hr
29,http://www.glas-slavonije.hr
30,http://www.nn.hr
31,http://www.blitz-cinestar.hr
32,http://www.mojkvart.hr
33,http://www.srce.hr
34,http://www.unist.hr
35,http://www.uniri.hr
36,http://www.bitno.net
37,http://www.vipnet.hr
38,http://www.ffzg.unizg.hr
39,http://www.narodne-novine.nn.hr
40,http://www.hcl.hr
41,http://www.hep.hr
42,http://www.porezna-uprava.hr
43,http://www.hak.hr
44,http://www.pretinac.gov.hr
45,http://www.zet.hr
46,http://www.unizd.hr
47,http://www.posao.hr
48,http://www.stripovi.com
49,http://www.realitica.com
