,Link
0,http://www.rudaw.net
1,http://www.basnews.com
2,http://www.xendan.org
3,http://www.pukmedia.com
4,http://www.kurdpress.com
5,http://www.anfkurdi.com
6,http://www.awene.com
7,http://www.kurdistanmedia.com
8,http://www.speemedia.com
9,http://www.kurdiu.org
10,http://www.ferheng.org
11,http://www.kurditgroup.org
12,http://www.knwe.org
13,http://www.radionawa.com
14,http://www.dengiamerika.com
15,http://www.waarmedia.com
16,http://www.kurdsat.tv
17,http://www.uod.ac
18,http://www.ekurd.net
19,http://www.wiktionary.org
20,http://www.dicts.info
21,http://www.niqash.org
22,http://www.webchin.org
23,http://www.xebat.net
24,http://www.krg.org
25,http://www.vintv.net
26,http://www.kurdistannet.org
27,http://www.giareng.com
28,http://www.kurdishinstitute.be
29,http://www.zazaki.net
30,http://www.stranenkurdi.com
31,http://www.zkurd.org
32,http://www.krso.net
33,http://www.peshmergekan.com
34,http://www.yek-dem.com
35,http://www.amidakurd.net
36,http://www.semakurd.net
37,http://www.kurdlib.org
38,http://www.pdki.org
39,http://www.yndk.com
40,http://www.diyarname.com
41,http://www.regaykurdistan.com
42,http://www.rojevakurd.com
43,http://www.kurd1.com
44,http://www.ku-tr.facebook.com
45,http://www.kurdonline.com
46,http://www.egerin.com
47,http://www.perleman.org
48,http://www.zazakivaj.com
49,http://www.kurdishacademy.org
