,Link
0,http://www.timeanddate.com
1,http://www.arxiv.org
2,http://www.space.com
3,http://www.opticsplanet.com
4,http://www.cloudynights.com
5,http://www.spaceweather.com
6,http://www.astronomy.com
7,http://www.zeiss.com
8,http://www.windows2universe.org
9,http://www.planetary.org
10,http://www.skyandtelescope.com
11,http://www.heavens-above.com
12,http://www.eso.org
13,http://www.nasa.gov
14,http://www.stellarium.org
15,http://www.vortexoptics.com
16,http://www.sdss.org
17,http://www.cornell.edu
18,http://www.stsci.edu
19,http://www.hubblesite.org
20,http://www.spacetelescope.org
21,http://www.cornell.edu
22,http://www.n2yo.com
23,http://www.navy.mil
24,http://www.alaska.edu
25,http://www.celestron.com
26,http://www.aas.org
27,http://www.optcorp.com
28,http://www.nrao.edu
29,http://www.telescope.com
30,http://www.noao.edu
31,http://www.navy.mil
32,http://www.observatorij.org
33,http://www.swin.edu.au
34,http://www.harvard.edu
35,http://www.nasa.gov
36,http://www.arizona.edu
37,http://www.seti.org
38,http://www.setiathome.berkeley.edu
39,http://www.meade.com
40,http://www.silverfrost.com
41,http://www.bo.astro.it
42,http://www.startalkradio.net
43,http://www.iau.org
44,http://www.calsky.com
45,http://www.spitzer.caltech.edu
46,http://www.sci.esa.int
47,http://www.nso.edu
48,http://www.astro.caltech.edu
49,http://www.bushnell.com
