,Link
0,http://www.bibliotecapleyades.net
1,http://www.unexplained-mysteries.com
2,http://www.educate-yourself.org
3,http://www.tfes.org
4,http://www.alchemyforums.com
5,http://www.strangesounds.org
6,http://www.historicmysteries.com
7,http://www.talkorigins.org
8,http://www.anomalist.com
9,http://www.earthfiles.com
10,http://www.forteantimes.com
11,http://www.sheldrake.org
12,http://www.bfro.net
13,http://www.orgoniseafrica.com
14,http://www.alchemywebsite.com
15,http://www.viewzone.com
16,http://www.cryptomundo.com
17,http://www.orgonelab.org
18,http://www.anomalyinfo.com
19,http://www.scientificexploration.org
20,http://www.voynich.nu
21,http://www.ethericwarriors.com
22,http://www.trueorigin.org
23,http://www.geolines.ru
24,http://www.metahistory.org
25,http://www.hasslberger.com
26,http://www.bigfootencounters.com
27,http://www.science-frontiers.com
28,http://www.varchive.org
29,http://www.yowusa.com
30,http://www.kirlian.com
31,http://www.wingmakers.com
32,http://www.bigfootforums.com
33,http://www.warriormatrix.com
34,http://www.lochness.co.uk
35,http://www.creationstudies.org
36,http://www.recoveredscience.com
37,http://www.mcremo.com
38,http://www.newgeology.us
39,http://www.cryptosightings.com
40,http://www.archaeoastronomy.com
41,http://www.atlantisrising.com
42,http://www.lochnessproject.org
43,http://www.arn.org
44,http://www.orgonics.com
45,http://www.de173.com
46,http://www.ctbusters.com
47,http://www.nessie.co.uk
48,http://www.assap.ac.uk
49,http://www.orgoneenergy.org
