,Link
0,http://www.google.no
1,http://www.dell.com
2,http://www.ryanair.com
3,http://www.opera.com
4,http://www.finn.no
5,http://www.yr.no
6,http://www.vg.no
7,http://www.nrk.no
8,http://www.dagbladet.no
9,http://www.one.com
10,http://www.dnb.no
11,http://www.aftenposten.no
12,http://www.tv2.no
13,http://www.debian.org
14,http://www.uio.no
15,http://www.nettavisen.no
16,http://www.e24.no
17,http://www.ntnu.no
18,http://www.uib.no
19,http://www.sparebank1.no
20,http://www.proz.com
21,http://www.nav.no
22,http://www.dinside.no
23,http://www.komplett.no
24,http://www.elkjop.no
25,http://www.telenor.no
26,http://www.adressa.no
27,http://www.dn.no
28,http://www.norwegian.no
29,http://www.gulesider.no
30,http://www.1881.no
31,http://www.bt.no
32,http://www.snl.no
33,http://www.proff.no
34,http://www.vegvesen.no
35,http://www.hegnar.no
36,http://www.p3.no
37,http://www.aftenbladet.no
38,http://www.norsk-tipping.no
39,http://www.nsb.no
40,http://www.xxl.no
41,http://www.pokernews.com
42,http://www.klikk.no
43,http://www.uit.no
44,http://www.itavisen.no
45,http://www.helsenorge.no
46,http://www.no.search.yahoo.com
47,http://www.skatteetaten.no
48,http://www.gamer.no
49,http://www.sol.no
