,Link
0,http://www.99designs.com
1,http://www.lipsum.com
2,http://www.spoongraphics.co.uk
3,http://www.abduzeedo.com
4,http://www.digitalartsonline.co.uk
5,http://www.aiga.org
6,http://www.howdesign.com
7,http://www.sessions.edu
8,http://www.justcreative.com
9,http://www.packagingoftheworld.com
10,http://www.inspirationfeed.com
11,http://www.commarts.com
12,http://www.brushlovers.com
13,http://www.segd.org
14,http://www.naldzgraphics.net
15,http://www.usc.edu
16,http://www.designbeep.com
17,http://www.layersmagazine.com
18,http://www.shapes4free.com
19,http://www.bittbox.com
20,http://www.weandthecolor.com
21,http://www.aionline.edu
22,http://www.designrfix.com
23,http://www.fromupnorth.com
24,http://www.graphic-design-employment.com
25,http://www.designcouncil.org.uk
26,http://www.all-silhouettes.com
27,http://www.luerzersarchive.com
28,http://www.designcrowd.com
29,http://www.graphis.com
30,http://www.downgraf.com
31,http://www.graphiccompetitions.com
32,http://www.designm.ag
33,http://www.typotheque.com
34,http://www.pixel77.com
35,http://www.cgw.com
36,http://www.clementinecreative.co.za
37,http://www.davidairey.com
38,http://www.fudgegraphics.com
39,http://www.color.org
40,http://www.historygraphicdesign.com
41,http://www.inspiredm.com
42,http://www.eyemagazine.com
43,http://www.designhistory.org
44,http://www.rgd.ca
45,http://www.graphicartistsguild.org
46,http://www.tdc.org
47,http://www.designiskinky.net
48,http://www.slodive.com
49,http://www.aisleone.net
