,Link,Name
,,
0,https://www.alexa.com/topsites/category/Top/Sports/Adventure_Racing,Adventure Racing
1,https://www.alexa.com/topsites/category/Top/Sports/Airsoft,Airsoft
2,https://www.alexa.com/topsites/category/Top/Sports/Animal_Sports,Animal Sports
3,https://www.alexa.com/topsites/category/Top/Sports/Archery,Archery
4,https://www.alexa.com/topsites/category/Top/Sports/Badminton,Badminton
5,https://www.alexa.com/topsites/category/Top/Sports/Baseball,Baseball
6,https://www.alexa.com/topsites/category/Top/Sports/Basketball,Basketball
7,https://www.alexa.com/topsites/category/Top/Sports/Bocce,Bocce
8,https://www.alexa.com/topsites/category/Top/Sports/Boomerang,Boomerang
9,https://www.alexa.com/topsites/category/Top/Sports/Bowling,Bowling
10,https://www.alexa.com/topsites/category/Top/Sports/Boxing,Boxing
11,https://www.alexa.com/topsites/category/Top/Sports/Cheerleading,Cheerleading
12,https://www.alexa.com/topsites/category/Top/Sports/College_and_University,College and University
13,https://www.alexa.com/topsites/category/Top/Sports/Cricket,Cricket
14,https://www.alexa.com/topsites/category/Top/Sports/Croquet,Croquet
15,https://www.alexa.com/topsites/category/Top/Sports/Cue_Sports,Cue Sports
16,https://www.alexa.com/topsites/category/Top/Sports/Cycling,Cycling
17,https://www.alexa.com/topsites/category/Top/Sports/Darts,Darts
18,https://www.alexa.com/topsites/category/Top/Sports/Disabled,Disabled
19,https://www.alexa.com/topsites/category/Top/Sports/Equestrian,Equestrian
20,https://www.alexa.com/topsites/category/Top/Sports/Events,Events
21,https://www.alexa.com/topsites/category/Top/Sports/Extreme_Sports,Extreme Sports
22,https://www.alexa.com/topsites/category/Top/Sports/Fantasy,Fantasy
23,https://www.alexa.com/topsites/category/Top/Sports/Fencing,Fencing
24,https://www.alexa.com/topsites/category/Top/Sports/Flying_Discs,Flying Discs
25,https://www.alexa.com/topsites/category/Top/Sports/Footbag,Footbag
26,https://www.alexa.com/topsites/category/Top/Sports/Football,Football
27,https://www.alexa.com/topsites/category/Top/Sports/Gaelic,Gaelic
28,https://www.alexa.com/topsites/category/Top/Sports/Goalball,Goalball
29,https://www.alexa.com/topsites/category/Top/Sports/Golf,Golf
30,https://www.alexa.com/topsites/category/Top/Sports/Greyhound_Racing,Greyhound Racing
31,https://www.alexa.com/topsites/category/Top/Sports/Gymnastics,Gymnastics
32,https://www.alexa.com/topsites/category/Top/Sports/Handball,Handball
33,https://www.alexa.com/topsites/category/Top/Sports/Hockey,Hockey
34,https://www.alexa.com/topsites/category/Top/Sports/Informal_Sports,Informal Sports
35,https://www.alexa.com/topsites/category/Top/Sports/Jai_Alai,Jai Alai
36,https://www.alexa.com/topsites/category/Top/Sports/Kabbadi,Kabbadi
37,https://www.alexa.com/topsites/category/Top/Sports/Korfball,Korfball
38,https://www.alexa.com/topsites/category/Top/Sports/Lacrosse,Lacrosse
39,https://www.alexa.com/topsites/category/Top/Sports/Laser_Games,Laser Games
