,Link,Name
40,https://www.alexa.com/topsites/category/Top/Sports/Lumberjack,Lumberjack
41,https://www.alexa.com/topsites/category/Top/Sports/Martial_Arts,Martial Arts
42,https://www.alexa.com/topsites/category/Top/Sports/Motorsports,Motorsports
43,https://www.alexa.com/topsites/category/Top/Sports/Multi-Sports,Multi-Sports
44,https://www.alexa.com/topsites/category/Top/Sports/Netball,Netball
45,https://www.alexa.com/topsites/category/Top/Sports/Officiating,Officiating
46,https://www.alexa.com/topsites/category/Top/Sports/Organizations,Organizations
47,https://www.alexa.com/topsites/category/Top/Sports/Orienteering,Orienteering
48,https://www.alexa.com/topsites/category/Top/Sports/Paddleball,Paddleball
49,https://www.alexa.com/topsites/category/Top/Sports/Paintball,Paintball
50,https://www.alexa.com/topsites/category/Top/Sports/People,People
51,https://www.alexa.com/topsites/category/Top/Sports/Pesäpallo,Pesäpallo
52,https://www.alexa.com/topsites/category/Top/Sports/Petanque,Petanque
53,https://www.alexa.com/topsites/category/Top/Sports/Professional,Professional
54,https://www.alexa.com/topsites/category/Top/Sports/Racquetball,Racquetball
55,https://www.alexa.com/topsites/category/Top/Sports/Resources,Resources
56,https://www.alexa.com/topsites/category/Top/Sports/Rodeo,Rodeo
57,https://www.alexa.com/topsites/category/Top/Sports/Rope_Skipping,Rope Skipping
58,https://www.alexa.com/topsites/category/Top/Sports/Rounders,Rounders
59,https://www.alexa.com/topsites/category/Top/Sports/Running,Running
60,https://www.alexa.com/topsites/category/Top/Sports/Sepak_Takraw,Sepak Takraw
61,https://www.alexa.com/topsites/category/Top/Sports/Skateboarding,Skateboarding
62,https://www.alexa.com/topsites/category/Top/Sports/Skating,Skating
63,https://www.alexa.com/topsites/category/Top/Sports/Soccer,Soccer
64,https://www.alexa.com/topsites/category/Top/Sports/Softball,Softball
65,https://www.alexa.com/topsites/category/Top/Sports/Software,Software
66,https://www.alexa.com/topsites/category/Top/Sports/Squash,Squash
67,https://www.alexa.com/topsites/category/Top/Sports/Strength_Sports,Strength Sports
68,https://www.alexa.com/topsites/category/Top/Sports/Table_Tennis,Table Tennis
69,https://www.alexa.com/topsites/category/Top/Sports/Tchoukball,Tchoukball
70,https://www.alexa.com/topsites/category/Top/Sports/Team_Handball,Team Handball
71,https://www.alexa.com/topsites/category/Top/Sports/Team_Spirit,Team Spirit
72,https://www.alexa.com/topsites/category/Top/Sports/Tennis,Tennis
73,https://www.alexa.com/topsites/category/Top/Sports/Track_and_Field,Track and Field
74,https://www.alexa.com/topsites/category/Top/Sports/Volleyball,Volleyball
75,https://www.alexa.com/topsites/category/Top/Sports/Walking,Walking
76,https://www.alexa.com/topsites/category/Top/Sports/Water_Sports,Water Sports
77,https://www.alexa.com/topsites/category/Top/Sports/Winter_Sports,Winter Sports
78,https://www.alexa.com/topsites/category/Top/Sports/Women,Women
79,https://www.alexa.com/topsites/category/Top/Sports/Wrestling,Wrestling
80,https://www.alexa.com/topsites/category/Top/Sports/Youth_and_High_School,Youth and High School
