,Link,Name
,,
0,https://www.alexa.com/topsites/category/Top/Games/Board_Games,Board Games
1,https://www.alexa.com/topsites/category/Top/Games/Card_Games,Card Games
2,https://www.alexa.com/topsites/category/Top/Games/Coin-Op,Coin-Op
3,https://www.alexa.com/topsites/category/Top/Games/Conventions,Conventions
4,https://www.alexa.com/topsites/category/Top/Games/Developers_and_Publishers,Developers and Publishers
5,https://www.alexa.com/topsites/category/Top/Games/Dice,Dice
6,https://www.alexa.com/topsites/category/Top/Games/Gambling,Gambling
7,https://www.alexa.com/topsites/category/Top/Games/Game_Studies,Game Studies
8,https://www.alexa.com/topsites/category/Top/Games/Hand-Eye_Coordination,Hand-Eye Coordination
9,https://www.alexa.com/topsites/category/Top/Games/Hand_Games,Hand Games
10,https://www.alexa.com/topsites/category/Top/Games/History,History
11,https://www.alexa.com/topsites/category/Top/Games/Miniatures,Miniatures
12,https://www.alexa.com/topsites/category/Top/Games/Online,Online
13,https://www.alexa.com/topsites/category/Top/Games/Paper_and_Pencil,Paper and Pencil
14,https://www.alexa.com/topsites/category/Top/Games/Party_Games,Party Games
15,https://www.alexa.com/topsites/category/Top/Games/Play-By-Mail,Play-By-Mail
16,https://www.alexa.com/topsites/category/Top/Games/Play_Groups,Play Groups
17,https://www.alexa.com/topsites/category/Top/Games/Puzzles,Puzzles
18,https://www.alexa.com/topsites/category/Top/Games/Resources,Resources
19,https://www.alexa.com/topsites/category/Top/Games/Roleplaying,Roleplaying
20,https://www.alexa.com/topsites/category/Top/Games/Tile_Games,Tile Games
21,https://www.alexa.com/topsites/category/Top/Games/Trading_Card_Games,Trading Card Games
22,https://www.alexa.com/topsites/category/Top/Games/Video_Games,Video Games
23,"https://www.alexa.com/topsites/category/Top/Games/Yard,_Deck,_and_Table_Games","Yard, Deck, and Table Games"
