,Link
0,http://www.queerty.com
1,http://www.datalounge.com
2,http://www.advocate.com
3,http://www.autostraddle.com
4,http://www.out.com
5,http://www.towleroad.com
6,http://www.newnownext.com
7,http://www.lgbtqnation.com
8,http://www.gaystarnews.com
9,http://www.hrc.org
10,http://www.instinctmagazine.com
11,http://www.afterellen.com
12,http://www.gaycities.com
13,http://www.outsports.com
14,http://www.advocatesforyouth.org
15,http://www.logotv.com
16,http://www.poz.com
17,http://www.glaad.org
18,http://www.washingtonblade.com
19,http://www.thetrevorproject.org
20,http://www.glsen.org
21,http://www.gayauthors.org
22,http://www.shoe.org
23,http://www.atlantisevents.com
24,http://www.wisconsingazette.com
25,http://www.iglta.org
26,http://www.metroweekly.com
27,http://www.windycitymediagroup.com
28,http://www.bisexual.org
29,http://www.emptyclosets.com
30,http://www.ontopmag.com
31,http://www.gopride.com
32,http://www.lambdalegal.org
33,http://www.ilga.org
34,http://www.immigrationequality.org
35,http://www.gay.tv
36,http://www.daddydater.com
37,http://www.arcusfoundation.org
38,http://www.ebar.com
39,http://www.atlantapride.org
40,http://www.outeverywhere.com
41,http://www.curvemag.com
42,http://www.gayscout.com
43,http://www.alterheros.com
44,http://www.berkeleyfreeclinic.org
45,http://www.b-gay.com
46,http://www.lgbt.wikia.com
47,http://www.nclrights.org
48,http://www.pridesource.com
49,http://www.pflag.org
